year,month,region_code,region_name,revenue
2011.0,6.0,UC24,Richmond,15886000.0
2011.0,7.0,UC24,Richmond,18332000.0
2011.0,8.0,UC24,Richmond,18911000.0
2011.0,9.0,UC24,Richmond,16288000.0
2011.0,10.0,UC24,Richmond,10168000.0
2011.0,11.0,UC24,Richmond,10084000.0
2011.0,12.0,UC24,Richmond,8023000.0
2012.0,1.0,UC24,Richmond,8880000.0
2012.0,2.0,UC24,Richmond,9076000.0
2012.0,3.0,UC24,Richmond,10253000.0
2012.0,4.0,UC24,Richmond,10101000.0
2012.0,5.0,UC24,Richmond,12447000.0
2012.0,6.0,UC24,Richmond,12765000.0
2012.0,7.0,UC24,Richmond,13944000.0
2012.0,8.0,UC24,Richmond,14628000.0
2012.0,9.0,UC24,Richmond,12191000.0
2012.0,10.0,UC24,Richmond,10921000.0
2012.0,11.0,UC24,Richmond,8922000.0
2012.0,12.0,UC24,Richmond,9027000.0
2013.0,1.0,UC24,Richmond,8721000.0
2013.0,2.0,UC24,Richmond,9019000.0
2013.0,3.0,UC24,Richmond,9491000.0
2013.0,4.0,UC24,Richmond,9517000.0
2013.0,5.0,UC24,Richmond,11920000.0
2013.0,6.0,UC24,Richmond,13822000.0
2013.0,7.0,UC24,Richmond,15040000.0
2013.0,8.0,UC24,Richmond,15578000.0
2013.0,9.0,UC24,Richmond,12810000.0
2013.0,10.0,UC24,Richmond,11243000.0
2013.0,11.0,UC24,Richmond,9858000.0
2013.0,12.0,UC24,Richmond,8684000.0
2014.0,1.0,UC24,Richmond,9985000.0
2014.0,2.0,UC24,Richmond,10017000.0
2014.0,3.0,UC24,Richmond,10775000.0
2014.0,4.0,UC24,Richmond,10301000.0
2014.0,5.0,UC24,Richmond,13959000.0
2014.0,6.0,UC24,Richmond,13920000.0
2014.0,7.0,UC24,Richmond,15806000.0
2014.0,8.0,UC24,Richmond,17718000.0
2014.0,9.0,UC24,Richmond,13717000.0
2014.0,10.0,UC24,Richmond,11422000.0
2014.0,11.0,UC24,Richmond,10444000.0
2014.0,12.0,UC24,Richmond,9114000.0
2015.0,1.0,UC24,Richmond,9848000.0
2015.0,2.0,UC24,Richmond,10223000.0
2015.0,3.0,UC24,Richmond,10814000.0
2015.0,4.0,UC24,Richmond,10859000.0
2015.0,5.0,UC24,Richmond,14129000.0
2015.0,6.0,UC24,Richmond,18276000.0
2015.0,7.0,UC24,Richmond,20079000.0
2015.0,8.0,UC24,Richmond,21261000.0
2015.0,9.0,UC24,Richmond,16343000.0
2015.0,10.0,UC24,Richmond,12866000.0
2015.0,11.0,UC24,Richmond,10914000.0
2015.0,12.0,UC24,Richmond,10393000.0
2016.0,1.0,UC24,Richmond,10276000.0
2016.0,2.0,UC24,Richmond,12113000.0
2016.0,3.0,UC24,Richmond,12769000.0
2016.0,4.0,UC24,Richmond,13215000.0
2016.0,5.0,UC24,Richmond,16540000.0
2016.0,6.0,UC24,Richmond,19466000.0
2016.0,7.0,UC24,Richmond,23021000.0
2016.0,8.0,UC24,Richmond,21681000.0
2016.0,9.0,UC24,Richmond,18867000.0
2016.0,10.0,UC24,Richmond,14813000.0
2016.0,11.0,UC24,Richmond,12482000.0
2016.0,12.0,UC24,Richmond,11715000.0
2017.0,1.0,UC24,Richmond,10706000.0
2017.0,2.0,UC24,Richmond,13008000.0
2017.0,3.0,UC24,Richmond,13700000.0
2017.0,4.0,UC24,Richmond,13793000.0
2017.0,5.0,UC24,Richmond,18179000.0
2017.0,6.0,UC24,Richmond,20401000.0
2017.0,7.0,UC24,Richmond,24279000.0
2017.0,8.0,UC24,Richmond,24646000.0
2017.0,9.0,UC24,Richmond,21576000.0
2017.0,10.0,UC24,Richmond,16992000.0
2017.0,11.0,UC24,Richmond,14041000.0
2017.0,12.0,UC24,Richmond,12528000.0
2018.0,1.0,UC24,Richmond,12566000.0
2018.0,2.0,UC24,Richmond,14088000.0
2018.0,3.0,UC24,Richmond,15427000.0
2018.0,4.0,UC24,Richmond,15108000.0
2018.0,5.0,UC24,Richmond,21332000.0
2018.0,6.0,UC24,Richmond,23652000.0
2018.0,7.0,UC24,Richmond,27279000.0
2018.0,8.0,UC24,Richmond,28013000.0
2018.0,9.0,UC24,Richmond,23322000.0
2018.0,10.0,UC24,Richmond,14353000.0
2018.0,11.0,UC24,Richmond,13119000.0
2018.0,12.0,UC24,Richmond,14739000.0
2019.0,1.0,UC24,Richmond,14262000.0
2019.0,2.0,UC24,Richmond,15643000.0
2019.0,3.0,UC24,Richmond,18933000.0
2019.0,4.0,UC24,Richmond,16677000.0
2019.0,5.0,UC24,Richmond,21641000.0
2019.0,6.0,UC24,Richmond,29142000.0
2019.0,7.0,UC24,Richmond,26053000.0
2019.0,8.0,UC24,Richmond,24251000.0
2019.0,9.0,UC24,Richmond,27698000.0
2019.0,10.0,UC24,Richmond,18126000.0
2019.0,11.0,UC24,Richmond,14193000.0
2019.0,12.0,UC24,Richmond,14960000.0
2010.0,1.0,RD15,Surrey,1517000.0
2010.0,2.0,RD15,Surrey,4817000.0
2010.0,3.0,RD15,Surrey,2160000.0
2010.0,4.0,RD15,Surrey,1811000.0
2010.0,5.0,RD15,Surrey,2259000.0
2010.0,6.0,RD15,Surrey,1976000.0
2010.0,7.0,RD15,Surrey,2423000.0
2010.0,8.0,RD15,Surrey,2203000.0
2010.0,9.0,RD15,Surrey,2112000.0
2010.0,10.0,RD15,Surrey,1941000.0
2010.0,11.0,RD15,Surrey,1472000.0
2010.0,12.0,RD15,Surrey,1215000.0
2011.0,1.0,RD15,Surrey,1268000.0
2011.0,2.0,RD15,Surrey,1260000.0
2011.0,3.0,RD15,Surrey,1691000.0
2011.0,4.0,RD15,Surrey,1701000.0
2011.0,5.0,RD15,Surrey,2372000.0
2011.0,6.0,RD15,Surrey,2195000.0
2011.0,7.0,RD15,Surrey,2629000.0
2011.0,8.0,RD15,Surrey,2391000.0
2011.0,9.0,RD15,Surrey,2085000.0
2011.0,10.0,RD15,Surrey,2026000.0
2011.0,11.0,RD15,Surrey,1807000.0
2011.0,12.0,RD15,Surrey,1622000.0
2012.0,1.0,RD15,Surrey,1568000.0
2012.0,2.0,RD15,Surrey,1464000.0
2012.0,3.0,RD15,Surrey,2084000.0
2012.0,4.0,RD15,Surrey,1870000.0
2012.0,5.0,RD15,Surrey,2352000.0
2012.0,6.0,RD15,Surrey,2385000.0
2012.0,7.0,RD15,Surrey,2868000.0
2012.0,8.0,RD15,Surrey,2695000.0
2012.0,9.0,RD15,Surrey,2175000.0
2012.0,10.0,RD15,Surrey,2039000.0
2012.0,11.0,RD15,Surrey,1767000.0
2012.0,12.0,RD15,Surrey,1497000.0
2013.0,1.0,RD15,Surrey,1382000.0
2013.0,2.0,RD15,Surrey,1445000.0
2013.0,3.0,RD15,Surrey,1951000.0
2013.0,4.0,RD15,Surrey,1981000.0
2013.0,5.0,RD15,Surrey,2431000.0
2013.0,6.0,RD15,Surrey,2380000.0
2013.0,7.0,RD15,Surrey,2910000.0
2013.0,8.0,RD15,Surrey,3172000.0
2013.0,9.0,RD15,Surrey,2364000.0
2013.0,10.0,RD15,Surrey,2087000.0
2013.0,11.0,RD15,Surrey,1835000.0
2013.0,12.0,RD15,Surrey,1540000.0
2014.0,1.0,RD15,Surrey,1636000.0
2014.0,2.0,RD15,Surrey,1727000.0
2014.0,3.0,RD15,Surrey,1746000.0
2014.0,4.0,RD15,Surrey,2238000.0
2014.0,5.0,RD15,Surrey,2632000.0
2014.0,6.0,RD15,Surrey,2575000.0
2014.0,7.0,RD15,Surrey,3118000.0
2014.0,8.0,RD15,Surrey,3540000.0
2014.0,9.0,RD15,Surrey,2577000.0
2014.0,10.0,RD15,Surrey,2342000.0
2014.0,11.0,RD15,Surrey,1924000.0
2014.0,12.0,RD15,Surrey,1653000.0
2015.0,1.0,RD15,Surrey,1711000.0
2015.0,2.0,RD15,Surrey,1949000.0
2015.0,3.0,RD15,Surrey,2418000.0
2015.0,4.0,RD15,Surrey,2310000.0
2015.0,5.0,RD15,Surrey,2722000.0
2015.0,6.0,RD15,Surrey,3561000.0
2015.0,7.0,RD15,Surrey,4246000.0
2015.0,8.0,RD15,Surrey,4344000.0
2015.0,9.0,RD15,Surrey,3153000.0
2015.0,10.0,RD15,Surrey,2707000.0
2015.0,11.0,RD15,Surrey,1990000.0
2015.0,12.0,RD15,Surrey,1827000.0
2016.0,1.0,RD15,Surrey,1869000.0
2016.0,2.0,RD15,Surrey,2301000.0
2016.0,3.0,RD15,Surrey,2822000.0
2016.0,4.0,RD15,Surrey,2705000.0
2016.0,5.0,RD15,Surrey,3644000.0
2016.0,6.0,RD15,Surrey,3922000.0
2016.0,7.0,RD15,Surrey,4946000.0
2016.0,8.0,RD15,Surrey,4733000.0
2016.0,9.0,RD15,Surrey,3865000.0
2016.0,10.0,RD15,Surrey,3057000.0
2016.0,11.0,RD15,Surrey,2506000.0
2016.0,12.0,RD15,Surrey,2085000.0
2017.0,1.0,RD15,Surrey,2471000.0
2017.0,2.0,RD15,Surrey,2893000.0
2017.0,3.0,RD15,Surrey,
2017.0,4.0,RD15,Surrey,
2017.0,5.0,RD15,Surrey,
2017.0,6.0,RD15,Surrey,
2017.0,7.0,RD15,Surrey,
2017.0,8.0,RD15,Surrey,
2017.0,9.0,RD15,Surrey,
2017.0,10.0,RD15,Surrey,
2017.0,11.0,RD15,Surrey,
2017.0,12.0,RD15,Surrey,
2018.0,1.0,RD15,Surrey,
2018.0,2.0,RD15,Surrey,
2018.0,3.0,RD15,Surrey,
2018.0,4.0,RD15,Surrey,
2018.0,5.0,RD15,Surrey,
2018.0,6.0,RD15,Surrey,
2018.0,7.0,RD15,Surrey,
2018.0,8.0,RD15,Surrey,
2018.0,9.0,RD15,Surrey,
2018.0,10.0,RD15,Surrey,
2018.0,11.0,RD15,Surrey,
2018.0,12.0,RD15,Surrey,
2019.0,1.0,RD15,Surrey,
2019.0,2.0,RD15,Surrey,
2019.0,3.0,RD15,Surrey,
2019.0,4.0,RD15,Surrey,
2019.0,5.0,RD15,Surrey,
2019.0,6.0,RD15,Surrey,
2019.0,7.0,RD15,Surrey,
2019.0,8.0,RD15,Surrey,
2019.0,9.0,RD15,Surrey,
2019.0,10.0,RD15,Surrey,
2019.0,11.0,RD15,Surrey,
2019.0,12.0,RD15,Surrey,
2010.0,1.0,RD15,Vancouver,25633000.0
2010.0,2.0,RD15,Vancouver,81611000.0
2010.0,3.0,RD15,Vancouver,34595000.0
2010.0,4.0,RD15,Vancouver,33036000.0
2010.0,5.0,RD15,Vancouver,51009000.0
2010.0,6.0,RD15,Vancouver,56422000.0
2010.0,7.0,RD15,Vancouver,56337000.0
2010.0,8.0,RD15,Vancouver,64197000.0
2010.0,9.0,RD15,Vancouver,52507000.0
2010.0,10.0,RD15,Vancouver,46241000.0
2010.0,11.0,RD15,Vancouver,31935000.0
2010.0,12.0,RD15,Vancouver,23882000.0
2011.0,1.0,RD15,Vancouver,24924000.0
2011.0,2.0,RD15,Vancouver,28703000.0
2011.0,3.0,RD15,Vancouver,34911000.0
2011.0,4.0,RD15,Vancouver,37598000.0
2011.0,5.0,RD15,Vancouver,61438000.0
2011.0,6.0,RD15,Vancouver,58125000.0
2011.0,7.0,RD15,Vancouver,58932000.0
2011.0,8.0,RD15,Vancouver,60239000.0
2011.0,9.0,RD15,Vancouver,56842000.0
2011.0,10.0,RD15,Vancouver,37763000.0
2011.0,11.0,RD15,Vancouver,35507000.0
2011.0,12.0,RD15,Vancouver,25681000.0
2012.0,1.0,RD15,Vancouver,26178000.0
2012.0,2.0,RD15,Vancouver,29844000.0
2012.0,3.0,RD15,Vancouver,39515000.0
2012.0,4.0,RD15,Vancouver,41526000.0
2012.0,5.0,RD15,Vancouver,58768000.0
2012.0,6.0,RD15,Vancouver,52262000.0
2012.0,7.0,RD15,Vancouver,62855000.0
2012.0,8.0,RD15,Vancouver,63488000.0
2012.0,9.0,RD15,Vancouver,58295000.0
2012.0,10.0,RD15,Vancouver,43423000.0
2012.0,11.0,RD15,Vancouver,31719000.0
2012.0,12.0,RD15,Vancouver,25592000.0
2013.0,1.0,RD15,Vancouver,26616000.0
2013.0,2.0,RD15,Vancouver,27801000.0
2013.0,3.0,RD15,Vancouver,31712000.0
2013.0,4.0,RD15,Vancouver,35706000.0
2013.0,5.0,RD15,Vancouver,52006000.0
2013.0,6.0,RD15,Vancouver,63566000.0
2013.0,7.0,RD15,Vancouver,67217000.0
2013.0,8.0,RD15,Vancouver,70101000.0
2013.0,9.0,RD15,Vancouver,65466000.0
2013.0,10.0,RD15,Vancouver,42691000.0
2013.0,11.0,RD15,Vancouver,33771000.0
2013.0,12.0,RD15,Vancouver,27592000.0
2014.0,1.0,RD15,Vancouver,28353000.0
2014.0,2.0,RD15,Vancouver,29434000.0
2014.0,3.0,RD15,Vancouver,37177000.0
2014.0,4.0,RD15,Vancouver,41092000.0
2014.0,5.0,RD15,Vancouver,59697000.0
2014.0,6.0,RD15,Vancouver,67150000.0
2014.0,7.0,RD15,Vancouver,68438000.0
2014.0,8.0,RD15,Vancouver,80313000.0
2014.0,9.0,RD15,Vancouver,63625000.0
2014.0,10.0,RD15,Vancouver,46027000.0
2014.0,11.0,RD15,Vancouver,41994000.0
2014.0,12.0,RD15,Vancouver,30597000.0
2015.0,1.0,RD15,Vancouver,33005000.0
2015.0,2.0,RD15,Vancouver,32772000.0
2015.0,3.0,RD15,Vancouver,42164000.0
2015.0,4.0,RD15,Vancouver,45457000.0
2015.0,5.0,RD15,Vancouver,69016000.0
2015.0,6.0,RD15,Vancouver,85075000.0
2015.0,7.0,RD15,Vancouver,89512000.0
2015.0,8.0,RD15,Vancouver,91840000.0
2015.0,9.0,RD15,Vancouver,73275000.0
2015.0,10.0,RD15,Vancouver,55118000.0
2015.0,11.0,RD15,Vancouver,41261000.0
2015.0,12.0,RD15,Vancouver,37726000.0
2016.0,1.0,RD15,Vancouver,36693000.0
2016.0,2.0,RD15,Vancouver,41314000.0
2016.0,3.0,RD15,Vancouver,51544000.0
2016.0,4.0,RD15,Vancouver,59847000.0
2016.0,5.0,RD15,Vancouver,70669000.0
2016.0,6.0,RD15,Vancouver,83251000.0
2016.0,7.0,RD15,Vancouver,99716000.0
2016.0,8.0,RD15,Vancouver,94953000.0
2016.0,9.0,RD15,Vancouver,85086000.0
2016.0,10.0,RD15,Vancouver,58303000.0
2016.0,11.0,RD15,Vancouver,45737000.0
2016.0,12.0,RD15,Vancouver,41308000.0
2017.0,1.0,RD15,Vancouver,32757000.0
2017.0,2.0,RD15,Vancouver,41483000.0
2017.0,3.0,RD15,Vancouver,52369000.0
2017.0,4.0,RD15,Vancouver,57629000.0
2017.0,5.0,RD15,Vancouver,77939000.0
2017.0,6.0,RD15,Vancouver,91863000.0
2017.0,7.0,RD15,Vancouver,112343000.0
2017.0,8.0,RD15,Vancouver,113228000.0
2017.0,9.0,RD15,Vancouver,95474000.0
2017.0,10.0,RD15,Vancouver,68243000.0
2017.0,11.0,RD15,Vancouver,48061000.0
2017.0,12.0,RD15,Vancouver,45110000.0
2018.0,1.0,RD15,Vancouver,45204000.0
2018.0,2.0,RD15,Vancouver,45842000.0
2018.0,3.0,RD15,Vancouver,61308000.0
2018.0,4.0,RD15,Vancouver,62429000.0
2018.0,5.0,RD15,Vancouver,95480000.0
2018.0,6.0,RD15,Vancouver,109750000.0
2018.0,7.0,RD15,Vancouver,124105000.0
2018.0,8.0,RD15,Vancouver,126530000.0
2018.0,9.0,RD15,Vancouver,105488000.0
2018.0,10.0,RD15,Vancouver,56790000.0
2018.0,11.0,RD15,Vancouver,41534000.0
2018.0,12.0,RD15,Vancouver,67172000.0
2019.0,1.0,RD15,Vancouver,50756000.0
2019.0,2.0,RD15,Vancouver,50601000.0
2019.0,3.0,RD15,Vancouver,91901000.0
2019.0,4.0,RD15,Vancouver,72193000.0
2019.0,5.0,RD15,Vancouver,98604000.0
2019.0,6.0,RD15,Vancouver,162271000.0
2019.0,7.0,RD15,Vancouver,123270000.0
2019.0,8.0,RD15,Vancouver,120473000.0
2019.0,9.0,RD15,Vancouver,143728000.0
2019.0,10.0,RD15,Vancouver,72061000.0
2019.0,11.0,RD15,Vancouver,55961000.0
2019.0,12.0,RD15,Vancouver,77687000.0
2010.0,1.0,UC20,Whistler,21041000.0
2010.0,2.0,UC20,Whistler,53579000.0
2010.0,3.0,UC20,Whistler,24174000.0
2010.0,4.0,UC20,Whistler,10963000.0
2010.0,5.0,UC20,Whistler,5556000.0
2010.0,6.0,UC20,Whistler,7255000.0
2010.0,7.0,UC20,Whistler,11942000.0
2010.0,8.0,UC20,Whistler,12638000.0
2010.0,9.0,UC20,Whistler,9849000.0
2010.0,10.0,UC20,Whistler,4166000.0
2010.0,11.0,UC20,Whistler,4169000.0
2010.0,12.0,UC20,Whistler,26318000.0
2011.0,1.0,UC20,Whistler,22152000.0
2011.0,2.0,UC20,Whistler,21928000.0
2011.0,3.0,UC20,Whistler,19593000.0
2011.0,4.0,UC20,Whistler,10990000.0
2011.0,5.0,UC20,Whistler,5160000.0
2011.0,6.0,UC20,Whistler,7529000.0
2011.0,7.0,UC20,Whistler,13406000.0
2011.0,8.0,UC20,Whistler,13507000.0
2011.0,9.0,UC20,Whistler,8545000.0
2011.0,10.0,UC20,Whistler,3627000.0
2011.0,11.0,UC20,Whistler,4533000.0
2011.0,12.0,UC20,Whistler,27963000.0
2012.0,1.0,UC20,Whistler,25545000.0
2012.0,2.0,UC20,Whistler,25584000.0
2012.0,3.0,UC20,Whistler,24003000.0
2012.0,4.0,UC20,Whistler,12979000.0
2012.0,5.0,UC20,Whistler,5708000.0
2012.0,6.0,UC20,Whistler,8995000.0
2012.0,7.0,UC20,Whistler,12281000.0
2012.0,8.0,UC20,Whistler,14772000.0
2012.0,9.0,UC20,Whistler,8176000.0
2012.0,10.0,UC20,Whistler,4695000.0
2012.0,11.0,UC20,Whistler,4667000.0
2012.0,12.0,UC20,Whistler,29208000.0
2013.0,1.0,UC20,Whistler,26363000.0
2013.0,2.0,UC20,Whistler,27372000.0
2013.0,3.0,UC20,Whistler,27244000.0
2013.0,4.0,UC20,Whistler,9755000.0
2013.0,5.0,UC20,Whistler,6341000.0
2013.0,6.0,UC20,Whistler,9596000.0
2013.0,7.0,UC20,Whistler,13622000.0
2013.0,8.0,UC20,Whistler,17285000.0
2013.0,9.0,UC20,Whistler,9739000.0
2013.0,10.0,UC20,Whistler,4640000.0
2013.0,11.0,UC20,Whistler,5526000.0
2013.0,12.0,UC20,Whistler,31240000.0
2014.0,1.0,UC20,Whistler,29282000.0
2014.0,2.0,UC20,Whistler,28498000.0
2014.0,3.0,UC20,Whistler,24791000.0
2014.0,4.0,UC20,Whistler,12885000.0
2014.0,5.0,UC20,Whistler,7518000.0
2014.0,6.0,UC20,Whistler,10267000.0
2014.0,7.0,UC20,Whistler,17122000.0
2014.0,8.0,UC20,Whistler,19178000.0
2014.0,9.0,UC20,Whistler,10750000.0
2014.0,10.0,UC20,Whistler,5589000.0
2014.0,11.0,UC20,Whistler,5481000.0
2014.0,12.0,UC20,Whistler,35029000.0
2015.0,1.0,UC20,Whistler,31210000.0
2015.0,2.0,UC20,Whistler,31425000.0
2015.0,3.0,UC20,Whistler,24567000.0
2015.0,4.0,UC20,Whistler,11634000.0
2015.0,5.0,UC20,Whistler,8544000.0
2015.0,6.0,UC20,Whistler,13652000.0
2015.0,7.0,UC20,Whistler,19631000.0
2015.0,8.0,UC20,Whistler,23471000.0
2015.0,9.0,UC20,Whistler,12898000.0
2015.0,10.0,UC20,Whistler,6742000.0
2015.0,11.0,UC20,Whistler,6458000.0
2015.0,12.0,UC20,Whistler,39296000.0
2016.0,1.0,UC20,Whistler,37168000.0
2016.0,2.0,UC20,Whistler,37936000.0
2016.0,3.0,UC20,Whistler,38082000.0
2016.0,4.0,UC20,Whistler,13712000.0
2016.0,5.0,UC20,Whistler,9778000.0
2016.0,6.0,UC20,Whistler,14663000.0
2016.0,7.0,UC20,Whistler,25015000.0
2016.0,8.0,UC20,Whistler,23676000.0
2016.0,9.0,UC20,Whistler,15034000.0
2016.0,10.0,UC20,Whistler,7589000.0
2016.0,11.0,UC20,Whistler,8580000.0
2016.0,12.0,UC20,Whistler,50338000.0
2017.0,1.0,UC20,Whistler,39075000.0
2017.0,2.0,UC20,Whistler,43305000.0
2017.0,3.0,UC20,Whistler,40689000.0
2017.0,4.0,UC20,Whistler,18715000.0
2017.0,5.0,UC20,Whistler,9720000.0
2017.0,6.0,UC20,Whistler,16745000.0
2017.0,7.0,UC20,Whistler,25365000.0
2017.0,8.0,UC20,Whistler,25372000.0
2017.0,9.0,UC20,Whistler,17110000.0
2017.0,10.0,UC20,Whistler,7738000.0
2017.0,11.0,UC20,Whistler,9532000.0
2017.0,12.0,UC20,Whistler,53956000.0
2018.0,1.0,UC20,Whistler,52808000.0
2018.0,2.0,UC20,Whistler,49652000.0
2018.0,3.0,UC20,Whistler,49060000.0
2018.0,4.0,UC20,Whistler,18288000.0
2018.0,5.0,UC20,Whistler,11858000.0
2018.0,6.0,UC20,Whistler,17408000.0
2018.0,7.0,UC20,Whistler,26464000.0
2018.0,8.0,UC20,Whistler,27742000.0
2018.0,9.0,UC20,Whistler,18513000.0
2018.0,10.0,UC20,Whistler,6660000.0
2018.0,11.0,UC20,Whistler,8801000.0
2018.0,12.0,UC20,Whistler,59346000.0
2019.0,1.0,UC20,Whistler,49065000.0
2019.0,2.0,UC20,Whistler,49525000.0
2019.0,3.0,UC20,Whistler,56805000.0
2019.0,4.0,UC20,Whistler,19383000.0
2019.0,5.0,UC20,Whistler,12053000.0
2019.0,6.0,UC20,Whistler,27681000.0
2019.0,7.0,UC20,Whistler,27736000.0
2019.0,8.0,UC20,Whistler,28080000.0
2019.0,9.0,UC20,Whistler,29763000.0
2019.0,10.0,UC20,Whistler,8508000.0
2019.0,11.0,UC20,Whistler,10631000.0
2019.0,12.0,UC20,Whistler,66861000.0
2010.0,1.0,RD09,"Abbotsford, Chilliwack",1397000.0
2010.0,2.0,RD09,"Abbotsford, Chilliwack",2426000.0
2010.0,3.0,RD09,"Abbotsford, Chilliwack",1694000.0
2010.0,4.0,RD09,"Abbotsford, Chilliwack",1474000.0
2010.0,5.0,RD09,"Abbotsford, Chilliwack",1757000.0
2010.0,6.0,RD09,"Abbotsford, Chilliwack",1606000.0
2010.0,7.0,RD09,"Abbotsford, Chilliwack",1883000.0
2010.0,8.0,RD09,"Abbotsford, Chilliwack",2063000.0
2010.0,9.0,RD09,"Abbotsford, Chilliwack",1620000.0
2010.0,10.0,RD09,"Abbotsford, Chilliwack",1704000.0
2010.0,11.0,RD09,"Abbotsford, Chilliwack",1345000.0
2010.0,12.0,RD09,"Abbotsford, Chilliwack",1027000.0
2011.0,1.0,RD09,"Abbotsford, Chilliwack",996000.0
2011.0,2.0,RD09,"Abbotsford, Chilliwack",1040000.0
2011.0,3.0,RD09,"Abbotsford, Chilliwack",1574000.0
2011.0,4.0,RD09,"Abbotsford, Chilliwack",1483000.0
2011.0,5.0,RD09,"Abbotsford, Chilliwack",1856000.0
2011.0,6.0,RD09,"Abbotsford, Chilliwack",1750000.0
2011.0,7.0,RD09,"Abbotsford, Chilliwack",2110000.0
2011.0,8.0,RD09,"Abbotsford, Chilliwack",2109000.0
2011.0,9.0,RD09,"Abbotsford, Chilliwack",1766000.0
2011.0,10.0,RD09,"Abbotsford, Chilliwack",1844000.0
2011.0,11.0,RD09,"Abbotsford, Chilliwack",1377000.0
2011.0,12.0,RD09,"Abbotsford, Chilliwack",1182000.0
2012.0,1.0,RD09,"Abbotsford, Chilliwack",1269000.0
2012.0,2.0,RD09,"Abbotsford, Chilliwack",1381000.0
2012.0,3.0,RD09,"Abbotsford, Chilliwack",1705000.0
2012.0,4.0,RD09,"Abbotsford, Chilliwack",1456000.0
2012.0,5.0,RD09,"Abbotsford, Chilliwack",1722000.0
2012.0,6.0,RD09,"Abbotsford, Chilliwack",1615000.0
2012.0,7.0,RD09,"Abbotsford, Chilliwack",2162000.0
2012.0,8.0,RD09,"Abbotsford, Chilliwack",2382000.0
2012.0,9.0,RD09,"Abbotsford, Chilliwack",1803000.0
2012.0,10.0,RD09,"Abbotsford, Chilliwack",1930000.0
2012.0,11.0,RD09,"Abbotsford, Chilliwack",1297000.0
2012.0,12.0,RD09,"Abbotsford, Chilliwack",1165000.0
2013.0,1.0,RD09,"Abbotsford, Chilliwack",1261000.0
2013.0,2.0,RD09,"Abbotsford, Chilliwack",1090000.0
2013.0,3.0,RD09,"Abbotsford, Chilliwack",1595000.0
2013.0,4.0,RD09,"Abbotsford, Chilliwack",1562000.0
2013.0,5.0,RD09,"Abbotsford, Chilliwack",1918000.0
2013.0,6.0,RD09,"Abbotsford, Chilliwack",1480000.0
2013.0,7.0,RD09,"Abbotsford, Chilliwack",2162000.0
2013.0,8.0,RD09,"Abbotsford, Chilliwack",2414000.0
2013.0,9.0,RD09,"Abbotsford, Chilliwack",1988000.0
2013.0,10.0,RD09,"Abbotsford, Chilliwack",2007000.0
2013.0,11.0,RD09,"Abbotsford, Chilliwack",1678000.0
2013.0,12.0,RD09,"Abbotsford, Chilliwack",1116000.0
2014.0,1.0,RD09,"Abbotsford, Chilliwack",1130000.0
2014.0,2.0,RD09,"Abbotsford, Chilliwack",1476000.0
2014.0,3.0,RD09,"Abbotsford, Chilliwack",1505000.0
2014.0,4.0,RD09,"Abbotsford, Chilliwack",1713000.0
2014.0,5.0,RD09,"Abbotsford, Chilliwack",2315000.0
2014.0,6.0,RD09,"Abbotsford, Chilliwack",1539000.0
2014.0,7.0,RD09,"Abbotsford, Chilliwack",2173000.0
2014.0,8.0,RD09,"Abbotsford, Chilliwack",3256000.0
2014.0,9.0,RD09,"Abbotsford, Chilliwack",1786000.0
2014.0,10.0,RD09,"Abbotsford, Chilliwack",2044000.0
2014.0,11.0,RD09,"Abbotsford, Chilliwack",1691000.0
2014.0,12.0,RD09,"Abbotsford, Chilliwack",1475000.0
2015.0,1.0,RD09,"Abbotsford, Chilliwack",1605000.0
2015.0,2.0,RD09,"Abbotsford, Chilliwack",1854000.0
2015.0,3.0,RD09,"Abbotsford, Chilliwack",1611000.0
2015.0,4.0,RD09,"Abbotsford, Chilliwack",1704000.0
2015.0,5.0,RD09,"Abbotsford, Chilliwack",2231000.0
2015.0,6.0,RD09,"Abbotsford, Chilliwack",2095000.0
2015.0,7.0,RD09,"Abbotsford, Chilliwack",2794000.0
2015.0,8.0,RD09,"Abbotsford, Chilliwack",3678000.0
2015.0,9.0,RD09,"Abbotsford, Chilliwack",2261000.0
2015.0,10.0,RD09,"Abbotsford, Chilliwack",2097000.0
2015.0,11.0,RD09,"Abbotsford, Chilliwack",1937000.0
2015.0,12.0,RD09,"Abbotsford, Chilliwack",1459000.0
2016.0,1.0,RD09,"Abbotsford, Chilliwack",1429000.0
2016.0,2.0,RD09,"Abbotsford, Chilliwack",1884000.0
2016.0,3.0,RD09,"Abbotsford, Chilliwack",2190000.0
2016.0,4.0,RD09,"Abbotsford, Chilliwack",2087000.0
2016.0,5.0,RD09,"Abbotsford, Chilliwack",2716000.0
2016.0,6.0,RD09,"Abbotsford, Chilliwack",2234000.0
2016.0,7.0,RD09,"Abbotsford, Chilliwack",3723000.0
2016.0,8.0,RD09,"Abbotsford, Chilliwack",4026000.0
2016.0,9.0,RD09,"Abbotsford, Chilliwack",2951000.0
2016.0,10.0,RD09,"Abbotsford, Chilliwack",2435000.0
2016.0,11.0,RD09,"Abbotsford, Chilliwack",2228000.0
2016.0,12.0,RD09,"Abbotsford, Chilliwack",1866000.0
2017.0,1.0,RD09,"Abbotsford, Chilliwack",1775000.0
